AnimalGroup,Animal,Species,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,symptoms1_cluster,symptoms1_corrected,symptoms1_canonical,symptoms2_cluster,symptoms2_corrected,symptoms2_canonical,symptoms3_cluster,symptoms3_corrected,symptoms3_canonical,symptoms4_cluster,symptoms4_corrected,symptoms4_canonical,symptoms5_cluster,symptoms5_corrected,symptoms5_canonical
mammal,even-toed ungulates,sheep,wool is clumped,feels stiff,staggering,skin rashes,pains,yes,28,wool is clumped,wool is clumped,140,feels stiff,feels stiff,390,staggering,stagger,87,skin rashes,skin rashes,394,pains,striving
mammal,even-toed ungulates,sheep,swaying,behaviour change,tremor,jerky limb movements,pains,yes,383,swaying,rock,48,behaviour change,behaviour change,109,tremor,tremor,123,jerky limb movements,jerky limb movements,394,pains,striving
mammal,even-toed ungulates,sheep,cell damage,behaviour change,weight loss,pruritis,death,yes,211,cell damage,cell damage,48,behaviour change,behaviour change,185,weight loss,weight loss,308,pruritus,pruritus,25,death,death
mammal,even-toed ungulates,sheep,swelling,discomfort,difficulty in rising,death,pains,yes,7,swelling,swelling,45,discomfort,discomfort,169,difficulty in rising,difficulty in rising,25,death,death,394,pains,striving
mammal,even-toed ungulates,sheep,swollen,hot joints,pustulses,difficulty in walk,pains,yes,331,swollen,swell,424,hot joints,hot joints,197,pustules,pustule,90,difficulty in walk,difficulty in walk,394,pains,striving
mammal,even-toed ungulates,sheep,formation of vesicles,nostrils,abnormally long leg,scabs on lip,pains,yes,247,formation of vesicles,formation of vesicles,216,nostrils,nostril,154,abnormally long leg,abnormally long leg,204,scabs on lip,scabs on lip,394,pains,striving
mammal,even-toed ungulates,sheep,skeleten abnormalities,facial defects,hair loss,flat ribs,underdeveloped muscles,yes,428,skeleton abnormalities,skeleton abnormalities,131,facial defects,facial defects,403,hair loss,hair loss,240,flat ribs,flat ribs,398,underdeveloped muscles,underdeveloped muscles
mammal,even-toed ungulates,sheep,wether restless,kicking,normal appetite,attempt to urinate,pains,yes,347,wether restless,wether restless,106,kicking,kick,4,normal appetite,normal appetite,0,attempt to urinate,attempt to urinate,394,pains,striving
mammal,even-toed ungulates,sheep,inability to stand,pains to walk,depression,weakness,stiffness,yes,169,inability to stand,inability to stand,90,pains to walk,pains to walk,43,depression,depression,266,weakness,failing,140,stiffness,stiffness
mammal,even-toed ungulates,sheep,fever,succumb,sluggish,anorexia,pains,yes,175,fever,fever,190,succumb,yield,412,sluggish,sluggish,56,anorexia,anorexia,394,pains,striving
mammal,even-toed ungulates,sheep,listless,bottle jaw,malpresentation,death,oxygen defiency,yes,396,listless,listless,183,bottle jaw,bottle jaw,333,a presentation,a presentation,25,death,death,295,oxygen def ency,oxygen def ency
mammal,even-toed ungulates,sheep,fever,swelling,bloody,death,anemia,yes,175,fever,fever,7,swelling,swelling,261,bloody,bloody,25,death,death,422,anaemia,anemia
mammal,even-toed ungulates,sheep,thivk skin,crusty,scaly skin,lesion,pains,yes,191,think skin,think skin,57,crusty,crusted,171,scaly skin,scaly skin,18,lesion,lesion,394,pains,striving
mammal,even-toed ungulates,sheep,fever,abortion,vomiting,weight loss,anorexia,yes,175,fever,fever,76,abortion,abortion,268,vomiting,vomit,185,weight loss,weight loss,56,anorexia,anorexia
mammal,even-toed ungulates,sheep,dizzines,anemia,vomiting,head ache,nausea,yes,294,dizziness,dizziness,422,anaemia,anemia,268,vomiting,vomit,128,head ache,head ache,293,nausea,nausea
mammal,even-toed ungulates,sheep,fever,wool loss,swelling,weight loss,pains,yes,175,fever,fever,28,wool loss,wool loss,7,swelling,swelling,185,weight loss,weight loss,394,pains,striving
mammal,even-toed ungulates,sheep,tear production,anversion to light,bluish white opacity,blindness,pains,yes,139,tear production,tear production,305,a version to light,a version to light,286,bluish white opacity,bluish white opacity,184,blindness,blindness,394,pains,striving
mammal,even-toed ungulates,sheep,fever,swelling,lameness,heat,pains,yes,175,fever,fever,7,swelling,swelling,51,lameness,lameness,438,heat,heat,394,pains,striving
mammal,even-toed ungulates,sheep,skin color change,crusty,scaly skin,irritation,blister,yes,101,skin color change,skin color change,57,crusty,crusted,171,scaly skin,scaly skin,267,irritation,irritation,218,blister,blister
mammal,even-toed ungulates,sheep,radip onset,stiff,muscle trembling,weakness,death,yes,198,radio onset,radio onset,140,stiff,stiff,179,muscle trembling,muscle trembling,266,weakness,failing,25,death,death
mammal,even-toed ungulates,sheep,head shking,discharge from ear,scartching ear,odor to ear,redness on ear,yes,196,head shaking,head shaking,105,discharge from ear,discharge from ear,337,scratching ear,scratching ear,353,door to ear,door to ear,69,redness on ear,redness on ear
mammal,even-toed ungulates,sheep,discharge from eyes,redness of eye,blindness,scartches,pains,yes,105,discharge from eyes,discharge from eyes,206,redness of eye,redness of eye,184,blindness,blindness,129,scratches,abrasion,394,pains,striving
mammal,even-toed ungulates,sheep,fever,loss of appetite,scartches,death,pains,yes,175,fever,fever,4,loss of appetite,loss of appetite,129,scratches,abrasion,25,death,death,394,pains,striving
mammal,even-toed ungulates,sheep,discomfort,loss of appetite,bloody diarrhea,profuse,pains,yes,45,discomfort,discomfort,4,loss of appetite,loss of appetite,17,bloody diarrhoea,bloody diarrhoea,181,profuse,exuberant,394,pains,striving
mammal,even-toed ungulates,sheep,swelling,larynx,swelling on jaw,hoarseness,neck vein swelling,yes,7,swelling,swelling,200,larynx,larynx,7,swelling on jaw,swelling on jaw,395,hoarseness,gruffness,296,neck vein swelling,neck vein swelling
mammal,even-toed ungulates,sheep,inflammation,discomfort,kicking at the belly,urine infection,pains,yes,210,inflammation,inflammation,45,discomfort,discomfort,106,kicking at the belly,kicking at the belly,22,urine infection,urine infection,394,pains,striving
mammal,even-toed ungulates,sheep,isolation from flock,stealing,nesting behaviour,pawing at bedding,pains,yes,54,isolation from flock,isolation from flock,165,stealing,larceny,209,nesting behaviour,nesting behaviour,85,pawing at bedding,pawing at bedding,394,pains,striving
mammal,even-toed ungulates,sheep,listless,difficulty in walking,grinding of teeth,blindness,ataxia,yes,396,listless,listless,90,difficulty in walking,difficulty in walking,162,grinding of teeth,grinding of teeth,184,blindness,blindness,56,ataxia,ataxia
mammal,even-toed ungulates,sheep,bluish white opacity,aversion to light,tear produce,blindness,weakness,yes,286,bluish white opacity,bluish white opacity,362,aversion to light,aversion to light,139,tear produce,tear produce,184,blindness,blindness,266,weakness,failing
mammal,even-toed ungulates,sheep,head tossing,wool loss,fast breathing,bleeding wounds,skin issue,yes,299,head tossing,head tossing,28,wool loss,wool loss,9,fast breathing,fast breathing,99,bleeding wounds,bleeding wounds,87,skin issue,skin issue
mammal,even-toed ungulates,pig,coughing,panting,facial swelling,production of mucus,fatigue,yes,86,coughing,cough,354,panting,panting,7,facial swelling,facial swelling,44,production of mucus,production of mucus,413,fatigue,fatigue
bird,fowl,unknown,cough,sneeze,droopy wings,twisted neck,droopy wings,yes,86,cough,cough,49,sneeze,sneeze,42,droopy wings,droopy wings,14,twisted neck,twisted neck,42,droopy wings,droopy wings
bird,fowl,duck,shortness of breath,fatigue,chirping,loss of appetite,swollen abdomen,yes,9,shortness of breath,shortness of breath,413,fatigue,fatigue,122,chirping,peep,4,loss of appetite,loss of appetite,70,swollen abdomen,swollen abdomen
bird,other birds,unknown,gasping,coughing,mild weakness,droopy wings,twisted neck,yes,405,gasping,pant,86,coughing,cough,46,mild weakness,mild weakness,42,droopy wings,droopy wings,14,twisted neck,twisted neck
mammal,even-toed ungulates,pig,excessive blood loss,dizziness and fainting,blurry vision,watery eyes,slow growth,yes,371,excessive blood loss,excessive blood loss,294,dizziness and fainting,dizziness and fainting,12,blurry vision,blurry vision,155,watery eyes,watery eyes,34,slow growth,slow growth
bird,fowl,unknown,nosebleed,trauma,mild weakness,nose picking,dry air,yes,152,nosebleed,nosebleed,244,trauma,injury,46,mild weakness,mild weakness,224,nose picking,nose picking,88,dry air,dry air
bird,fowl,duck,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,yes,99,bleeding from other parts of the body,bleeding from other parts of the body,278,confusion,confusion,102,nasal discharge,nasal discharge,19,loss of alertness,loss of alertness,294,dizziness and fainting,dizziness and fainting
bird,other birds,unknown,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose,yes,172,bad breath,bad breath,85,pawing at the face or nose,pawing at the face or nose,86,cough,cough,49,sneezing,sneeze,152,bleeding from the nose,bleeding from the nose
bird,fowl,unknown,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,yes,14,extending its neck,extending its neck,107,gasping for air,gasping for air,107,gasping for breath,gasping for breath,2,difficulty swallowing,difficulty swallowing,107,gasping for breath,gasping for breath
bird,fowl,duck,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck,yes,2,difficulty swallowing,difficulty swallowing,86,cough,cough,2,difficulty swallowing,difficulty swallowing,107,gasping for air,gasping for air,14,extending its neck,extending its neck
bird,other birds,unknown,cough,gasping for air,weight loss,gasping for breath,extending its neck,yes,86,cough,cough,107,gasping for air,gasping for air,185,weight loss,weight loss,107,gasping for breath,gasping for breath,14,extending its neck,extending its neck
mammal,even-toed ungulates,pig,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,yes,266,weakness,failing,5,decreased stool production,decreased stool production,153,distended stomach,distended stomach,9,heavy breathing,heavy breathing,72,restless movement,restless movement
bird,fowl,unknown,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas,yes,206,eye redness,eye redness,1,frequent eye infections,frequent eye infections,243,crusty eye lashes and matting of eyelashes,crusty eye lashes and matting of eyelashes,5,foul smelling stools,foul smelling stools,182,increased passing gas,increased passing gas
bird,fowl,duck,excessive eye watering,eye redness,weakness,mucus discharge from the eye,frequent eye infections,yes,155,excessive eye watering,excessive eye watering,206,eye redness,eye redness,266,weakness,failing,44,mucus discharge from the eye,mucus discharge from the eye,1,frequent eye infections,frequent eye infections
bird,other birds,unknown,sudden death,loss of appetite,rapid heartbeats,fluffed feathers,lack of vocalizations,yes,25,sudden death,sudden death,4,loss of appetite,loss of appetite,138,rapid heartbeats,rapid heartbeats,188,fluffed feathers,fluffed feathers,164,lack of vocalizations,lack of vocalizations
bird,fowl,unknown,unable to urinate,lightheadedness,droopiness,rectal bleeding,swollen abdomen,yes,22,unable to urinate,unable to urinate,294,lightheadedness,dizziness,42,droop ness,droop ness,329,rectal bleeding,rectal bleeding,70,swollen abdomen,swollen abdomen
bird,fowl,duck,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness,yes,35,extreme thirst,extreme thirst,27,bloody discharge,bloody discharge,4,loss of appetite,loss of appetite,65,inability to fly,inability to fly,363,loss of wariness,loss of wariness
bird,other birds,unknown,egg production stops,broody behavior,loss of appetite,weight loss,constipation,yes,104,egg production stops,egg production stops,163,broody behavior,broody behavior,4,loss of appetite,loss of appetite,185,weight loss,weight loss,212,constipation,constipation
bird,fowl,unknown,nausea,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,yes,293,nausea,nausea,268,vomiting,vomit,4,loss of appetite,loss of appetite,214,experiencing changes in weight,experiencing changes in weight,94,pain and bloating,pain and bloating
bird,fowl,duck,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight,pain and bloating,yes,434,burning ache or pain,burning ache or pain,268,vomiting,vomit,4,loss of appetite,loss of appetite,214,experiencing changes in weight,experiencing changes in weight,94,pain and bloating,pain and bloating
bird,other birds,unknown,continuous loss of weight,regurgitation of food,wheezing,excessive food intake,undigested seeds,yes,185,continuous loss of weight,continuous loss of weight,10,regurgitation of food,regurgitation of food,320,wheezing,wheeze,429,excessive food intake,excessive food intake,313,undigested seeds,undigested seeds
reptile,snake,unknown,loss of appetite,lathargy,abortion,gurgling sound,depression,yes,4,loss of appetite,loss of appetite,312,lethargy,lethargy,76,abortion,abortion,302,gurgling sound,gurgling sound,43,depression,depression
mammal,odd-toed ungulates,horse,fever,mild colic,loss of tail tone,loss of appetite,depression,yes,175,fever,fever,58,mild colic,mild colic,319,loss of tail tone,loss of tail tone,4,loss of appetite,loss of appetite,43,depression,depression
mammal,odd-toed ungulates,horse,head tilt,lathargy,lathargy,urine dribbling,inability to rise,yes,299,head tilt,head tilt,312,lethargy,lethargy,312,lethargy,lethargy,22,urine dribbling,urine dribbling,169,inability to rise,inability to rise
mammal,odd-toed ungulates,horse,fever,loss of appetite,respiratory noise,weight loss,depression,yes,175,fever,fever,4,loss of appetite,loss of appetite,100,respiratory noise,respiratory noise,185,weight loss,weight loss,43,depression,depression
mammal,odd-toed ungulates,horse,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,yes,175,fever,fever,102,nasal discharge,nasal discharge,140,muscular stiffness,muscular stiffness,346,swollen lymph nodes,swollen lymph nodes,43,depression,depression
mammal,odd-toed ungulates,horse,sweating,muscular spasms,thirst,weight loss,difficulty moving and eating,yes,134,sweating,perspiration,98,muscular spasms,muscular spasms,35,thirst,thirst,185,weight loss,weight loss,2,difficulty moving and eating,difficulty moving and eating
bird,fowl,duck,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,yes,4,loss of appetite,loss of appetite,414,high body temperature,high body temperature,4,lack of appetite,lack of appetite,17,diarrhoea,diarrhea,25,sudden death,sudden death
mammal,odd-toed ungulates,donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,yes,134,sweating,perspiration,26,dry or tacky gums,dry or tacky gums,4,reduced appetite,reduced appetite,161,lying down,lying down,67,dull ness,dull ness
mammal,odd-toed ungulates,donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,yes,14,outstretched neck,outstretched neck,67,dull ness,dull ness,317,in pretence,in pretence,100,noisy breathing,noisy breathing,86,coughing,cough
mammal,odd-toed ungulates,donkey,weight loss,dull ness,inappetence,self isolation,recumbency,yes,185,weight loss,weight loss,67,dull ness,dull ness,317,in pretence,in pretence,54,self isolation,self isolation,385,recumbent,accumbent
mammal,odd-toed ungulates,mule,weight loss,dull ness,muscles problem,self isolation,recumbency,yes,185,weight loss,weight loss,67,dull ness,dull ness,38,muscles problem,muscles problem,54,self isolation,self isolation,385,recumbent,accumbent
mammal,elephant,unknown,changed gait,dull ness,muscles problem,pain,pains,yes,84,changed gait,changed gait,67,dull ness,dull ness,38,muscles problem,muscles problem,95,pain,pain,394,pains,striving
